year,id,name,income,pop,state_inc_tax,local_inc_tax
2014,37000,North Carolina,398099522,9880220,10637220,0
2015,37000,North Carolina,419334270,9966060,11710218,0
2016,37000,North Carolina,432626193,10076064,11977648,0
2017,37000,North Carolina,453097701,10175266,12134442,0
2018,37000,North Carolina,475483336,10275806,12471504,0
2019,37000,North Carolina,500496856,10370550,13575272,0
2020,37000,North Carolina,533269337,10457177,14145209,0
1948,38000,North Dakota,847673,580000,4487,0
1949,38000,North Dakota,734698,597000,4407,0
1950,38000,North Dakota,859363,619000,3657,0
1951,38000,North Dakota,894210,604000,3944,0
1952,38000,North Dakota,821319,608000,3820,0
1953,38000,North Dakota,835602,609000,3040,0
1954,38000,North Dakota,859579,611000,2626,0
1955,38000,North Dakota,949345,615000,2756,0
1956,38000,North Dakota,989878,613000,3128,0
1957,38000,North Dakota,1017416,612000,3581,0
1958,38000,North Dakota,1170366,606000,4019,0
1959,38000,North Dakota,1085596,618000,4626,0
1960,38000,North Dakota,1210253,634000,4739,0
1961,38000,North Dakota,1109242,641000,5507,0
1962,38000,North Dakota,1554904,637000,6885,0
1963,38000,North Dakota,1448231,644000,5973,0
1964,38000,North Dakota,1440731,649000,9226,0
1965,38000,North Dakota,1677209,649000,10765,0
1966,38000,North Dakota,1697119,647000,12730,0
1967,38000,North Dakota,1699091,626000,10611,0
1968,38000,North Dakota,1778337,621000,12984,0
1969,38000,North Dakota,1990570,621000,14315,0
1970,38000,North Dakota,2102372,618851,15592,0
1971,38000,North Dakota,2424204,626659,16902,0
1972,38000,North Dakota,2887407,630937,20825,0
1973,38000,North Dakota,4036830,632411,32543,0
1974,38000,North Dakota,3998170,634212,60359,0
1975,38000,North Dakota,4181464,638469,69673,0
1976,38000,North Dakota,4101883,645293,55723,0
1977,38000,North Dakota,4261106,649168,55187,0
1978,38000,North Dakota,5357868,650648,76588,0
1979,38000,North Dakota,5507412,652152,55801,0
1980,38000,North Dakota,5269899,654380,55804,0
1981,38000,North Dakota,6899449,659504,60448,0
1982,38000,North Dakota,7453236,668972,32713,0
1983,38000,North Dakota,7831128,676687,43522,0
1984,38000,North Dakota,8458262,680499,78585,0
1985,38000,North Dakota,8740885,676979,75228,0
1986,38000,North Dakota,8869920,669513,70439,0
1987,38000,North Dakota,9133063,661141,100498,0
1988,38000,North Dakota,8466566,655330,121494,0
1989,38000,North Dakota,9482678,646351,109477,0
1990,38000,North Dakota,10256587,637685,106395,0
1991,38000,North Dakota,10388057,635753,118879,0
1992,38000,North Dakota,11391699,638223,123864,0
1993,38000,North Dakota,11547525,641216,131632,0
1994,38000,North Dakota,12547582,644804,141141,0
1995,38000,North Dakota,12570634,647832,149635,0
1996,38000,North Dakota,14065748,650382,158263,0
1997,38000,North Dakota,13771145,649716,170860,0
1998,38000,North Dakota,15077563,647532,178765,0
1999,38000,North Dakota,15272287,644259,191520,0
2000,38000,North Dakota,16623223,642023,204906,0
2001,38000,North Dakota,16961221,639062,218752,0
2002,38000,North Dakota,17369524,638168,198766,0
2003,38000,North Dakota,18958792,638817,200943,0
2004,38000,North Dakota,19410298,644705,217053,0
2005,38000,North Dakota,20653421,646089,248237,0
2006,38000,North Dakota,21662917,649422,273286,0
2007,38000,North Dakota,23964522,652822,321604,0
2008,38000,North Dakota,27009433,657569,330734,0
2009,38000,North Dakota,26739849,664968,358782,0
2010,38000,North Dakota,29880787,675054,357304,0
2011,38000,North Dakota,33666049,687065,427809,0
2012,38000,North Dakota,39796219,705071,517755,0
2013,38000,North Dakota,39933546,727382,573834,0
2014,38000,North Dakota,42819622,744395,510052,0
2015,38000,North Dakota,41178930,762693,447307,0
2016,38000,North Dakota,39765824,764650,332898,0
2017,38000,North Dakota,40215805,766673,337630,0
2018,38000,North Dakota,42821862,771407,377450,0
2019,38000,North Dakota,44420233,776516,417371,0
2020,38000,North Dakota,47089333,778962,426264,0
1948,39000,Ohio,12137494,7876000,0,9679
1949,39000,Ohio,11610462,7973000,0,10057
1950,39000,Ohio,12855091,7980000,0,12371
1951,39000,Ohio,14837928,8061000,0,14240
1952,39000,Ohio,15911731,8275000,0,17994
1953,39000,Ohio,17449959,8591000,0,21778
1954,39000,Ohio,17513200,8873000,0,31695
1955,39000,Ohio,18913681,9017000,0,41043
1956,39000,Ohio,20191153,9207000,0,45793
1957,39000,Ohio,21231922,9410000,0,50494
1958,39000,Ohio,21062982,9599000,0,55917
1959,39000,Ohio,22540160,9671000,0,63433
1960,39000,Ohio,23455388,9734000,0,65924
1961,39000,Ohio,23909913,9854000,0,62482
1962,39000,Ohio,25206783,9929000,0,83805
1963,39000,Ohio,26265375,9986000,0,78849
1964,39000,Ohio,28027860,10080000,0,102349
1965,39000,Ohio,30301754,10201000,0,107056
1966,39000,Ohio,33056886,10330000,0,128912
1967,39000,Ohio,34629868,10414000,0,129264
1968,39000,Ohio,38206825,10516000,0,165708
1969,39000,Ohio,41801043,10563000,0,207466
1970,39000,Ohio,44141934,10668839,0,242107
1971,39000,Ohio,46980368,10734782,0,276042
1972,39000,Ohio,50967906,10746920,248795,352664
1973,39000,Ohio,56552390,10767205,378088,374615
1974,39000,Ohio,61925206,10765613,451192,475621
1975,39000,Ohio,66162182,10770498,484220,529767
1976,39000,Ohio,72597505,10752731,547661,571036
1977,39000,Ohio,80397208,10771232,676543,599261
1978,39000,Ohio,88854711,10795431,826967,658386
1979,39000,Ohio,98136026,10798562,931603,709915
1980,39000,Ohio,107184471,10800650,1055169,670596
1981,39000,Ohio,116652387,10788336,1207732,821132
1982,39000,Ohio,122081467,10757085,1469896,944545
1983,39000,Ohio,129132533,10737631,2350435,992650
1984,39000,Ohio,142661132,10737743,2680833,1064971
1985,39000,Ohio,151425559,10734926,2790954,1128760
1986,39000,Ohio,158492982,10730272,2887781,1336351
1987,39000,Ohio,166090329,10760081,3276874,1283228
1988,39000,Ohio,178267540,10798554,3499436,1721953
1989,39000,Ohio,191708347,10829216,3983520,1777261
1990,39000,Ohio,202979644,10864162,4290489,1881646
1991,39000,Ohio,207676873,10945762,4273373,1956156
1992,39000,Ohio,221201352,11029431,4611806,2139593
1993,39000,Ohio,230366365,11101140,4927749,2134461
1994,39000,Ohio,243306753,11152454,5039956,2422801
1995,39000,Ohio,255101076,11202751,5113868,2890423
1996,39000,Ohio,267147166,11242827,6062009,2886080
1997,39000,Ohio,282808993,11277357,6436102,2891822
1998,39000,Ohio,299095784,11311536,7235100,3042573
1999,39000,Ohio,308329260,11335454,7513587,3115535
2000,39000,Ohio,324977550,11363543,8437435,3532735
2001,39000,Ohio,333912229,11387404,8342011,3468966
2002,39000,Ohio,338738307,11407889,8452587,3455953
2003,39000,Ohio,348858473,11434788,8265292,3740172
2004,39000,Ohio,362572573,11452251,8896684,3804106
2005,39000,Ohio,373789356,11463320,9406901,3982718
2006,39000,Ohio,392816917,11481213,9590606,4105558
2007,39000,Ohio,409745801,11500468,9685104,4304184
2008,39000,Ohio,424081872,11515391,9445809,4111902
2009,39000,Ohio,412218962,11528896,7822129,4282243
2010,39000,Ohio,425361803,11541886,8100960,4366810
2011,39000,Ohio,453595432,11557958,8821357,4424629
2012,39000,Ohio,471703866,11573024,9108318,4720004
2013,39000,Ohio,479088726,11611630,9206343,4909267
2014,39000,Ohio,498894557,11648446,8528145,4748013
2015,39000,Ohio,518826754,11674128,8592058,4852514
2016,39000,Ohio,529069639,11701886,8213666,5003126
2017,39000,Ohio,548272730,11737605,8390529,5851645
2018,39000,Ohio,569766136,11762842,8683875,5671773
2019,39000,Ohio,587177304,11788547,9272381,6015710
2020,39000,Ohio,627231345,11790587,9370998,6411655
1948,40000,Oklahoma,2390623,2089000,7417,0
1949,40000,Oklahoma,2484777,2105000,7813,0
1950,40000,Oklahoma,2593908,2229000,7803,0
1951,40000,Oklahoma,2915606,2210000,9213,0
1952,40000,Oklahoma,3192022,2219000,9420,0
1953,40000,Oklahoma,3312327,2182000,9151,0
1954,40000,Oklahoma,3322488,2209000,9820,0
1955,40000,Oklahoma,3510102,2250000,11158,0
1956,40000,Oklahoma,3732376,2273000,12219,0
1957,40000,Oklahoma,3905271,2282000,13032,0
1958,40000,Oklahoma,4208245,2267000,13928,0
1959,40000,Oklahoma,4392319,2289000,15801,0
1960,40000,Oklahoma,4611778,2336000,17261,0
1961,40000,Oklahoma,4774220,2380000,23130,0
1962,40000,Oklahoma,4985214,2427000,36796,0
1963,40000,Oklahoma,5151181,2439000,18169,0
1964,40000,Oklahoma,5518959,2446000,23469,0
1965,40000,Oklahoma,5913356,2440000,26493,0
1966,40000,Oklahoma,6342996,2454000,39351,0
1967,40000,Oklahoma,6929429,2489000,34434,0
1968,40000,Oklahoma,7589433,2503000,45797,0
1969,40000,Oklahoma,8454824,2535000,49453,0
1970,40000,Oklahoma,9325575,2566485,50073,0
1971,40000,Oklahoma,10163611,2617944,63408,0
1972,40000,Oklahoma,11153394,2657448,109029,0
1973,40000,Oklahoma,12652931,2694182,108848,0
1974,40000,Oklahoma,14079579,2732454,140404,0
1975,40000,Oklahoma,15735744,2771858,197341,0
1976,40000,Oklahoma,17348684,2823396,215914,0
1977,40000,Oklahoma,19295941,2865935,239744,0
1978,40000,Oklahoma,21896038,2913056,306650,0
1979,40000,Oklahoma,25414785,2970080,364213,0
1980,40000,Oklahoma,29278754,3040758,406272,0
1981,40000,Oklahoma,34204111,3096159,574678,0
1982,40000,Oklahoma,38175757,3206129,667830,0
1983,40000,Oklahoma,39077210,3290404,657936,0
1984,40000,Oklahoma,41927021,3285535,690010,0
1985,40000,Oklahoma,43605482,3271333,734093,0
1986,40000,Oklahoma,43881454,3252735,685665,0
1987,40000,Oklahoma,43753615,3210124,677197,0
1988,40000,Oklahoma,45620330,3167064,899720,0
1989,40000,Oklahoma,48521160,3150304,952351,0
1990,40000,Oklahoma,51121318,3148825,1105542,0
1991,40000,Oklahoma,52677463,3175440,1239519,0
1992,40000,Oklahoma,56033875,3220517,1271944,0
1993,40000,Oklahoma,58247034,3252285,1310468,0
1994,40000,Oklahoma,60818012,3280940,1377416,0
1995,40000,Oklahoma,63426687,3308208,1487933,0
1996,40000,Oklahoma,67222981,3340129,1613256,0
1997,40000,Oklahoma,71074659,3372917,1794207,0
1998,40000,Oklahoma,74933702,3405194,1965119,0
1999,40000,Oklahoma,77034229,3437147,2115990,0
2000,40000,Oklahoma,83519163,3454365,2194643,0
2001,40000,Oklahoma,88786321,3467100,2289334,0
2002,40000,Oklahoma,90797895,3489080,2185700,0
2003,40000,Oklahoma,95327581,3504892,2167393,0
2004,40000,Oklahoma,103161585,3525233,2337507,0
2005,40000,Oklahoma,113042769,3548597,2562027,0
2006,40000,Oklahoma,125269188,3594090,2732340,0
2007,40000,Oklahoma,129786517,3634349,2654185,0
2008,40000,Oklahoma,144283135,3668976,2783599,0
2009,40000,Oklahoma,133523584,3717572,2294121,0
2010,40000,Oklahoma,140140348,3759581,2235427,0
2011,40000,Oklahoma,150709925,3786640,2550017,0
2012,40000,Oklahoma,161128385,3815353,2742772,0
2013,40000,Oklahoma,169382612,3848112,2958379,0
2014,40000,Oklahoma,180468965,3871583,3062054,0
2015,40000,Oklahoma,175133987,3901051,3148757,0
2016,40000,Oklahoma,166547739,3916821,3037673,0
2017,40000,Oklahoma,174240274,3920455,3251713,0
2018,40000,Oklahoma,182574301,3928494,3404052,0
2019,40000,Oklahoma,191366815,3943796,3651572,0
2020,40000,Oklahoma,198552111,3962031,3806032,0
1948,41000,Oregon,2355461,1405000,33010,0
1949,41000,Oregon,2348685,1431000,33297,0
1950,41000,Oregon,2596933,1532000,31846,0
1951,41000,Oregon,2918614,1556000,39311,0
1952,41000,Oregon,3102034,1582000,43146,0
1953,41000,Oregon,3159363,1601000,41912,0
1954,41000,Oregon,3136533,1626000,41717,0
1955,41000,Oregon,3397311,1659000,55192,0
1956,41000,Oregon,3643908,1698000,79708,0
1957,41000,Oregon,3651899,1712000,86617,0
1958,41000,Oregon,3748632,1718000,77358,0
1959,41000,Oregon,4053733,1746000,85498,0
1960,41000,Oregon,4191816,1772000,89189,0
1961,41000,Oregon,4350819,1787000,86087,0
1962,41000,Oregon,4621548,1818000,92709,0
1963,41000,Oregon,4866676,1853000,108010,0
1964,41000,Oregon,5236322,1888000,136271,0
1965,41000,Oregon,5680933,1937000,139164,0
1966,41000,Oregon,6118379,1969000,151063,0
1967,41000,Oregon,6487168,1979000,146146,0
1968,41000,Oregon,7062587,2004000,185401,0
1969,41000,Oregon,7832186,2062000,217535,0
1970,41000,Oregon,8537112,2100388,218479,0
1971,41000,Oregon,9382814,2149890,244431,0
1972,41000,Oregon,10511429,2195219,270421,0
1973,41000,Oregon,11845440,2238878,326746,0
1974,41000,Oregon,13431788,2280956,377942,0
1975,41000,Oregon,14919665,2324622,449084,0
1976,41000,Oregon,16821714,2372155,510678,0
1977,41000,Oregon,18812438,2439355,612458,0
1978,41000,Oregon,21563442,2509609,747780,0
1979,41000,Oregon,24392255,2578312,871347,0
1980,41000,Oregon,27030379,2641218,908601,0
1981,41000,Oregon,29169608,2667985,1020447,0
1982,41000,Oregon,30006197,2664919,1060909,0
1983,41000,Oregon,31906148,2653071,1140704,0
1984,41000,Oregon,34585003,2666589,1264741,0
1985,41000,Oregon,36320768,2672648,1351851,0
1986,41000,Oregon,38221702,2683526,1238803,0
1987,41000,Oregon,40194469,2700996,1514117,0
1988,41000,Oregon,43775754,2741297,1239802,0
1989,41000,Oregon,48095052,2790579,1831280,0
1990,41000,Oregon,51940747,2860375,1916664,0
1991,41000,Oregon,54674252,2928507,2059227,0
1992,41000,Oregon,58477046,2991755,2326144,0
1993,41000,Oregon,62590764,3060367,2489339,0
1994,41000,Oregon,67029794,3121264,2713047,0
1995,41000,Oregon,72165942,3184369,2854968,0
1996,41000,Oregon,77845034,3247111,3063502,0
1997,41000,Oregon,82657354,3304310,3360819,0
1998,41000,Oregon,87241012,3352449,3551100,0
1999,41000,Oregon,90336969,3393941,3928595,0
2000,41000,Oregon,97354718,3429708,4217255,0
2001,41000,Oregon,99975868,3467937,4041289,0
2002,41000,Oregon,101008586,3513424,3956994,0
2003,41000,Oregon,104740846,3547376,4052871,91312
2004,41000,Oregon,110638813,3569463,4325307,154882
2005,41000,Oregon,116691610,3613202,5180180,95119
2006,41000,Oregon,127440174,3670883,5502479,59322
2007,41000,Oregon,133555555,3722417,4564704,17176
2008,41000,Oregon,139412180,3768748,5949281,6575
2009,41000,Oregon,134493278,3808600,4939927,2123
2010,41000,Oregon,138291590,3837611,5061575,953
2011,41000,Oregon,145596106,3872655,5593915,680
2012,41000,Oregon,153547958,3900071,5824825,0
2013,41000,Oregon,156130012,3924064,6496529,0
2014,41000,Oregon,167077325,3965387,6877840,0
2015,41000,Oregon,179600218,4018466,7557597,0
2016,41000,Oregon,188283318,4093179,7976686,0
2017,41000,Oregon,198995690,4147186,8480164,0
2018,41000,Oregon,211414601,4183414,9028357,0
2019,41000,Oregon,221186350,4215976,9738449,0
2020,41000,Oregon,238847065,4241544,9767651,0
1948,42000,Pennsylvania,14779816,10287000,0,27442
1949,42000,Pennsylvania,14575474,10390000,0,29694
1950,42000,Pennsylvania,16307280,10507000,0,39100
1951,42000,Pennsylvania,17977785,10461000,0,43466
1952,42000,Pennsylvania,18876124,10503000,0,55163
1953,42000,Pennsylvania,20291842,10662000,0,60015
1954,42000,Pennsylvania,19846019,10817000,0,70748
1955,42000,Pennsylvania,21033285,10939000,0,76862
1956,42000,Pennsylvania,22725571,10972000,0,79349
1957,42000,Pennsylvania,23920369,10954000,0,91421
1958,42000,Pennsylvania,24046816,11058000,0,103064
1959,42000,Pennsylvania,25239849,11234000,0,111513
1960,42000,Pennsylvania,26118680,11329000,0,123610
1961,42000,Pennsylvania,26685455,11392000,0,127522
1962,42000,Pennsylvania,27845424,11355000,0,166737
1963,42000,Pennsylvania,28908305,11424000,0,149370
1964,42000,Pennsylvania,30915245,11519000,0,185886
1965,42000,Pennsylvania,33158485,11620000,0,185779
1966,42000,Pennsylvania,35757196,11664000,0,264730
1967,42000,Pennsylvania,38299233,11681000,0,248259
1968,42000,Pennsylvania,41637881,11741000,0,250106
1969,42000,Pennsylvania,45346106,11741000,0,277132
1970,42000,Pennsylvania,48843711,11811561,0,376421
1971,42000,Pennsylvania,51835461,11884354,322641,384284
1972,42000,Pennsylvania,56579789,11904541,970650,489174
1973,42000,Pennsylvania,62032948,11885202,1095454,527615
1974,42000,Pennsylvania,68133164,11863936,1059376,473063
1975,42000,Pennsylvania,74472731,11897778,1009266,484256
1976,42000,Pennsylvania,81283216,11887478,1104393,513638
1977,42000,Pennsylvania,89174091,11881857,1234414,807007
1978,42000,Pennsylvania,98271999,11864774,1433369,839802
1979,42000,Pennsylvania,108706050,11873563,1615478,870518
1980,42000,Pennsylvania,119088365,11868305,1758872,820366
1981,42000,Pennsylvania,131482121,11858569,1922964,1022784
1982,42000,Pennsylvania,140474119,11845146,1986368,1160211
1983,42000,Pennsylvania,147180811,11837726,2266296,1189401
1984,42000,Pennsylvania,158975274,11815175,2546572,1277611
1985,42000,Pennsylvania,168415810,11770865,2648700,1269606
1986,42000,Pennsylvania,177108098,11782754,2680124,1461113
1987,42000,Pennsylvania,187611091,11810869,2745920,1381834
1988,42000,Pennsylvania,203157551,11845755,2898685,1832473
1989,42000,Pennsylvania,220029706,11865992,3117281,1869850
1990,42000,Pennsylvania,232898680,11903299,3331274,1906948
1991,42000,Pennsylvania,242566278,11982164,3766450,1860810
1992,42000,Pennsylvania,256051946,12049450,4722026,1963297
1993,42000,Pennsylvania,265789353,12119724,4708182,1921527
1994,42000,Pennsylvania,275144867,12166050,4873098,2004754
1995,42000,Pennsylvania,287676365,12198403,5152340,2164793
1996,42000,Pennsylvania,302375613,12220464,5422239,2178285
1997,42000,Pennsylvania,317520134,12227814,5808930,2296948
1998,42000,Pennsylvania,334742455,12245672,6177585,2416618
1999,42000,Pennsylvania,349385320,12263805,6632789,2539014
2000,42000,Pennsylvania,373971605,12284173,6923966,2685076
2001,42000,Pennsylvania,389069835,12298970,7195391,2762453
2002,42000,Pennsylvania,396229237,12331031,6663239,2773357
2003,42000,Pennsylvania,410471306,12374658,6682168,2974753
2004,42000,Pennsylvania,434175861,12410722,7633991,3085976
2005,42000,Pennsylvania,453298198,12449990,8433590,3287950
2006,42000,Pennsylvania,476775101,12510809,8945193,3590307
2007,42000,Pennsylvania,506789684,12563937,9887251,4090485
